Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/12  05:00:00,156725983.81208974,156725983.81209072,29404584.0,16975375.727318894,71432354.39683005 
 01/12  06:00:00,181288224.70837888,181288224.70837983,29404584.0,26284081.875110786,87158392.55936149 
 01/12  07:00:00,220686593.720849,220686593.72085005,236765208.53411868,27613896.938352972,120284500.51693058 
 01/12  08:00:00,236682892.7736969,236682892.77369785,279983774.29351586,26284081.875110786,146293383.9335011 
 01/12  09:00:00,242427898.6287657,242427898.62876672,274985639.44314253,18466671.234855436,149227177.34515285 
 01/12  10:00:00,259133372.35061622,259133372.3506173,227633516.14943868,15807040.873338813,139867388.97765952 
 01/12  11:00:00,269540560.46912193,269540560.4691229,220122215.65267807,15807040.873338813,128503692.2426721 
 01/12  12:00:00,166689239.1444723,166689239.1444733,177886277.3760624,15807040.873338813,130177723.87517832 
 01/12  13:00:00,190232148.3134763,190232148.31347722,153416253.48956844,15590730.651414875,128385990.86668785 
 01/12  14:00:00,263866831.93274307,263866831.93274403,132104432.89172333,15807040.873338813,123481597.34515285 
 01/12  15:00:00,266276501.76504543,266276501.76504642,130251301.89733201,15807040.873338813,121807565.71264665 
 01/12  16:00:00,276909235.22246516,276909235.22246623,121621658.06856573,19796486.53312959,126829660.61016576 
 01/12  17:00:00,309836134.99840456,309836134.99840546,173814321.43246034,29105192.44588942,161629800.20024115 
 01/12  18:00:00,270432951.82290447,270432951.8229054,192729131.43224907,35592787.787870474,204884491.0712216 
 01/12  19:00:00,341737402.1117412,341737402.11174,255106129.55814886,44901493.93566237,204645835.6122203 
 01/12  20:00:00,280250947.3161406,280250947.31614155,225553794.2152834,51550569.72193773,185571734.18467608 
 01/12  21:00:00,273382144.94252187,273382144.9425229,219192956.48951316,51550569.72193773,178875607.65465096 
 01/12  22:00:00,342765936.42501754,342765936.4250185,177813971.95634827,38252418.149386905,164823601.124626 
 01/12  23:00:00,286801911.22376955,286801911.22377044,144065439.61155045,24954266.576836366,134031278.26953766 
 01/12  24:00:00,227949675.7704889,227949675.7704899,81536433.54569572,15645560.66407668,104912987.04695597 
 01/13  01:00:00,177197338.81113648,177197338.81113744,29404584.0,11656115.239317864,79472635.82437395 
 01/13  02:00:00,164110325.99419796,164110325.99419892,29404584.0,11656115.239317864,72776509.29434878 
 01/13  03:00:00,156297986.74760672,156297986.7476077,29404584.0,11656115.239317864,69428446.02933633 
 01/13  04:00:00,150600624.6851694,150600624.6851704,29404584.0,11656115.239317864,67754414.39683005 
 01/13  05:00:00,153067482.78958488,153067482.78958586,29404584.0,16975375.727318894,71432354.39683005 
 01/13  06:00:00,176022725.3183751,176022725.31837612,29404584.0,26284081.875110786,87158392.55936149 
 01/13  07:00:00,217682117.60450405,217682117.60450503,236884487.68931374,27613896.938352972,120284500.51693058 
 01/13  08:00:00,242083412.5126811,242083412.5126821,285158970.5405667,26284081.875110786,146293383.9335011 
 01/13  09:00:00,256601377.52438188,256601377.5243829,272836244.0578257,18466671.234855436,149227177.34515285 
 01/13  10:00:00,267354234.0271205,267354234.02712154,258240657.15126824,15807040.873338813,139867388.97765952 
 01/13  11:00:00,225111148.1337725,225111148.13377348,220109421.9156717,15807040.873338813,128503692.2426721 
 01/13  12:00:00,161263871.45437017,161263871.45437115,177879262.77378654,15807040.873338813,130177723.87517832 
 01/13  13:00:00,274013563.1649051,274013563.164906,144027486.50040835,15590730.651414875,128385990.86668785 
 01/13  14:00:00,271743974.07293963,271743974.0729406,141195353.36609855,15807040.873338813,123481597.34515285 
 01/13  15:00:00,268206650.04832837,268206650.04832935,111177209.36640418,15807040.873338813,121807565.71264665 
 01/13  16:00:00,274652392.23329836,274652392.2332994,141104980.13439912,19796486.53312959,126829660.61016576 
 01/13  17:00:00,307680849.0073881,307680849.0073891,144909748.54388398,29105192.44588942,161629800.20024115 
 01/13  18:00:00,292339016.98133093,292339016.98133147,217076802.4703539,35592787.787870474,204884491.0712216 
 01/13  19:00:00,340866045.3713911,340866045.37138975,229276959.45891047,44901493.93566237,204645835.6122203 
 01/13  20:00:00,291252937.28032213,291252937.28032315,254622728.84255117,51550569.72193773,185571734.18467608 
 01/13  21:00:00,273382144.94252187,273382144.9425229,200945807.79480803,51550569.72193773,178875607.65465096 
 01/13  22:00:00,245868529.9417772,245868529.94177815,168774485.95749682,38252418.149386905,164823601.124626 
 01/13  23:00:00,243029017.942073,243029017.94207397,172750449.35092244,24954266.576836366,134031278.26953766 
 01/13  24:00:00,228247252.0538263,228247252.0538273,81402053.71381241,15645560.66407668,104912987.04695597 
 01/14  01:00:00,178752175.51864755,178752175.5186485,29404584.0,11656115.239317864,79472635.82437395 
 01/14  02:00:00,161867152.48539966,161867152.48540065,29404584.0,11656115.239317864,72776509.29434878 
 01/14  03:00:00,152669034.31413198,152669034.314133,29404584.0,11656115.239317864,69428446.02933633 
 01/14  04:00:00,146243683.35756862,146243683.35756963,29404584.0,11656115.239317864,67754414.39683005 
 01/14  05:00:00,151571937.26135013,151571937.26135105,29404584.0,16975375.727318894,71432354.39683005 
 01/14  06:00:00,175352865.57942846,175352865.57942945,29404584.0,26284081.875110786,87158392.55936149 
 01/14  07:00:00,212098300.01463902,212098300.01464006,236949411.37537587,27613896.938352972,120284500.51693058 
 01/14  08:00:00,226379140.80608022,226379140.80608124,280214677.75228846,26284081.875110786,146054728.47449982 
 01/14  09:00:00,230488865.9465422,230488865.94654322,275226767.5389169,16975375.727318894,147728760.107006 
 01/14  10:00:00,241918945.42704493,241918945.42704588,239822572.68716377,14315745.365802372,138368971.73951268 
 01/14  11:00:00,250580888.31729954,250580888.31730068,210836361.34503272,14315745.365802372,127005275.00452524 
 01/14  12:00:00,261410970.86830193,261410970.86830288,176010974.80979353,14315745.365802372,128679306.63703147 
 01/14  13:00:00,165657836.69181198,165657836.691813,172780575.46668407,14315745.365802372,127005275.00452524 
 01/14  14:00:00,182616494.261132,182616494.26113296,113551547.78195035,14315745.365802372,121983180.10700601 
 01/14  15:00:00,249913729.40221524,249913729.4022163,138215264.48995608,14315745.365802372,120309148.4744998 
 01/14  16:00:00,246494158.77063054,246494158.77063155,125507685.81632887,18305191.025593143,125331243.3720189 
 01/14  17:00:00,222868966.9892711,222868966.98927215,161025683.6077928,27613896.938352972,160131382.9620943 
 01/14  18:00:00,293566487.2040087,293566487.20400965,217264055.50444102,35592787.787870474,204645835.6122203 
 01/14  19:00:00,339705736.7498833,339705736.7498822,229401790.89227214,44901493.93566237,204645835.6122203 
 01/14  20:00:00,360980885.656351,360980885.6563519,233124227.34587884,51550569.72193773,185571734.18467608 
 01/14  21:00:00,345272716.9112077,345272716.9112087,212178986.64999482,51550569.72193773,178875607.65465096 
 01/14  22:00:00,308018412.1946138,308018412.1946148,177989531.05860153,38252418.149386905,164823601.124626 
 01/14  23:00:00,248285324.21233785,248285324.2123389,166904164.65159258,24954266.576836366,134031278.26953766 
 01/14  24:00:00,198795900.76709563,198795900.76709658,86835939.69938934,15645560.66407668,104912987.04695597 
 01/15  01:00:00,158744314.86375687,158744314.8637579,29404584.0,11656115.239317864,79472635.82437395 
 01/15  02:00:00,146122384.10637897,146122384.10638,29404584.0,11656115.239317864,72776509.29434878 
 01/15  03:00:00,139505539.50694075,139505539.50694174,29404584.0,11656115.239317864,69428446.02933633 
 01/15  04:00:00,135075833.82781625,135075833.8278172,29404584.0,11656115.239317864,67754414.39683005 
 01/15  05:00:00,142837328.52058017,142837328.52058113,29404584.0,16975375.727318894,71432354.39683005 
 01/15  06:00:00,168303707.97037196,168303707.97037297,29404584.0,26284081.875110786,87158392.55936149 
 01/15  07:00:00,203959503.04075173,203959503.04075277,237035282.48375204,27613896.938352972,120284500.51693058 
 01/15  08:00:00,214128140.08256742,214128140.08256844,280338207.15219605,26284081.875110786,146054728.47449982 
 01/15  09:00:00,210712623.26166362,210712623.26166463,275333272.0360814,16975375.727318894,147728760.107006 
 01/15  10:00:00,219577811.0383015,219577811.03830248,232728718.45856965,14315745.365802372,138368971.73951268 
 01/15  11:00:00,231150656.24601308,231150656.24601412,215663953.38813227,14315745.365802372,127005275.00452524 
 01/15  12:00:00,245657153.7577082,245657153.75770915,178065845.04189175,14315745.365802372,128679306.63703147 
 01/15  13:00:00,236742565.8685975,236742565.86859846,172822900.3785026,14315745.365802372,127005275.00452524 
 01/15  14:00:00,151431979.206544,151431979.206545,113281638.26951846,14315745.365802372,121983180.10700601 
 01/15  15:00:00,149729694.22228795,149729694.22228897,138515869.78807563,14315745.365802372,120309148.4744998 
 01/15  16:00:00,158827664.8776911,158827664.8776921,118840331.80910209,18305191.025593143,125331243.3720189 
 01/15  17:00:00,203332689.78644186,203332689.78644288,167974884.72405553,27613896.938352972,160131382.9620943 
 01/15  18:00:00,270187256.94838786,270187256.9483888,217320541.04758298,35592787.787870474,204645835.6122203 
 01/15  19:00:00,374943122.9985415,374943122.9985384,229477124.3411247,44901493.93566237,204645835.6122203 
 01/15  20:00:00,352024978.2685408,352024978.2685418,230895751.29921168,51550569.72193773,185571734.18467608 
 01/15  21:00:00,338648902.6902472,338648902.6902483,214468490.7080161,51550569.72193773,178875607.65465096 
 01/15  22:00:00,307419013.71094936,307419013.7109504,178017472.24783805,38252418.149386905,164823601.124626 
 01/15  23:00:00,252188537.8342761,252188537.8342771,165930473.44045952,24954266.576836366,134031278.26953766 
 01/15  24:00:00,201381649.57002497,201381649.57002595,87755068.55397567,15645560.66407668,104912987.04695597 
 01/16  01:00:00,162399972.18261135,162399972.18261236,29404584.0,11656115.239317864,79472635.82437395 
 01/16  02:00:00,150495354.55381894,150495354.55381992,29404584.0,11656115.239317864,72776509.29434878 
 01/16  03:00:00,143040040.32798606,143040040.32798702,29404584.0,11656115.239317864,69428446.02933633 
 01/16  04:00:00,137310931.41104126,137310931.41104224,29404584.0,11656115.239317864,67754414.39683005 
 01/16  05:00:00,144772589.25337166,144772589.25337258,29404584.0,16975375.727318894,71432354.39683005 
 01/16  06:00:00,170796045.4777956,170796045.47779655,29404584.0,26284081.875110786,87158392.55936149 
 01/16  07:00:00,208276671.37224287,208276671.37224388,237122755.58191293,27613896.938352972,120284500.51693058 
 01/16  08:00:00,220207397.26998878,220207397.2699898,280452877.38258773,26284081.875110786,146054728.47449982 
 01/16  09:00:00,216411267.15296495,216411267.15296596,275442499.0772826,16975375.727318894,147728760.107006 
 01/16  10:00:00,231497076.51968867,231497076.5196897,235163706.5277537,14315745.365802372,138368971.73951268 
 01/16  11:00:00,243890843.33349347,243890843.33349466,213448305.78993347,14315745.365802372,127005275.00452524 
 01/16  12:00:00,208631829.63145027,208631829.63145125,178101730.02418527,14315745.365802372,128679306.63703147 
 01/16  13:00:00,156542023.88292187,156542023.88292286,172840389.63049033,14315745.365802372,127005275.00452524 
 01/16  14:00:00,151431979.206544,151431979.206545,113296034.09217125,14315745.365802372,121983180.10700601 
 01/16  15:00:00,179908563.73270154,179908563.73270255,138526015.91497308,14315745.365802372,120309148.4744998 
 01/16  16:00:00,197986042.89663938,197986042.89664042,127953757.70256373,18305191.025593143,125331243.3720189 
 01/16  17:00:00,239646607.91510093,239646607.91510195,158587822.9481643,27613896.938352972,160131382.9620943 
 01/16  18:00:00,284492376.983536,284492376.9835371,217378038.5911829,35592787.787870474,204645835.6122203 
 01/16  19:00:00,293004098.9391485,293004098.93914944,229556030.2070022,44901493.93566237,204645835.6122203 
 01/16  20:00:00,280250947.3161406,280250947.31614155,238736400.800986,51550569.72193773,185571734.18467608 
 01/16  21:00:00,343591957.6202893,343591957.6202902,206991677.0243397,51550569.72193773,178875607.65465096 
 01/16  22:00:00,312939351.0321635,312939351.03216445,178083984.65106136,38252418.149386905,164823601.124626 
 01/16  23:00:00,255064087.78706193,255064087.787063,172849393.8670463,24954266.576836366,134031278.26953766 
 01/16  24:00:00,203047720.47424364,203047720.47424465,81444116.44693005,15645560.66407668,104912987.04695597 
 01/17  01:00:00,162900814.54485828,162900814.5448593,29404584.0,11656115.239317864,79472635.82437395 
 01/17  02:00:00,150378355.28810066,150378355.2881016,29404584.0,11656115.239317864,72776509.29434878 
 01/17  03:00:00,143791158.82644042,143791158.8264414,29404584.0,11656115.239317864,69428446.02933633 
 01/17  04:00:00,138232709.52634698,138232709.52634797,29404584.0,11656115.239317864,67754414.39683005 
 01/17  05:00:00,145192115.03205454,145192115.03205553,29404584.0,16975375.727318894,71432354.39683005 
 01/17  06:00:00,170350001.9977219,170350001.99772286,29404584.0,26284081.875110786,87158392.55936149 
 01/17  07:00:00,207501038.68922156,207501038.6892225,237209377.53572002,27613896.938352972,120284500.51693058 
 01/17  08:00:00,222287632.84409463,222287632.84409565,280565821.7647121,26284081.875110786,146293383.9335011 
 01/17  09:00:00,231684136.7824321,231684136.7824332,275551599.27440715,18466671.234855436,149227177.34515285 
 01/17  10:00:00,252211617.5897911,252211617.58979213,241940403.09459272,15807040.873338813,139867388.97765952 
 01/17  11:00:00,244278392.8626632,244278392.86266416,212696387.93198657,15807040.873338813,128503692.2426721 
 01/17  12:00:00,161263871.45437017,161263871.45437115,172820294.01677725,15807040.873338813,130177723.87517832 
 01/17  13:00:00,224728323.6608353,224728323.6608363,172865528.5812052,15590730.651414875,128385990.86668785 
 01/17  14:00:00,177820241.9119664,177820241.9119674,125617293.94250527,15807040.873338813,123481597.34515285 
 01/17  15:00:00,267771155.16382962,267771155.16383064,126505290.85119162,15807040.873338813,121807565.71264665 
 01/17  16:00:00,271988175.14510155,271988175.1451026,139398759.65497747,19796486.53312959,126829660.61016576 
 01/17  17:00:00,280367453.85521895,280367453.85521996,146817878.89418063,29105192.44588942,161629800.20024115 
 01/17  18:00:00,296866222.68467736,296866222.68467754,217387693.2479548,35592787.787870474,204884491.0712216 
 01/17  19:00:00,311952373.64052606,311952373.6405263,229627862.1933631,44901493.93566237,204645835.6122203 
 01/17  20:00:00,280250947.3161406,280250947.31614155,248196478.55755946,51550569.72193773,185571734.18467608 
 01/17  21:00:00,362161715.0741417,362161715.07414275,203366236.89267233,51550569.72193773,178875607.65465096 
 01/17  22:00:00,331047065.5533651,331047065.55336607,172999067.37711772,38252418.149386905,164823601.124626 
 01/17  23:00:00,270101738.1067509,270101738.1067518,172865408.90502474,24954266.576836366,134031278.26953766 
