Date/Time,Electricity:Facility [J](Hourly) 
 01/29  04:00:00,1276297063.2380307 
 01/29  05:00:00,1274867279.3051586 
 01/29  06:00:00,1340952669.9492185 
 01/29  07:00:00,1689705072.1964407 
 01/29  08:00:00,1646195657.6023083 
 01/29  09:00:00,1617681799.9119587 
 01/29  10:00:00,1498020056.0476983 
 01/29  11:00:00,1351852743.5409935 
 01/29  12:00:00,1465658375.0702953 
 01/29  13:00:00,1672405956.4364076 
 01/29  14:00:00,1688282688.281632 
 01/29  15:00:00,1745682552.5013242 
 01/29  16:00:00,1734047434.7962651 
 01/29  17:00:00,1896018932.26291 
 01/29  18:00:00,1804839379.0739903 
 01/29  19:00:00,1837642354.9840312 
 01/29  20:00:00,1688524880.709323 
 01/29  21:00:00,1621370070.0362034 
 01/29  22:00:00,1506627182.6647823 
 01/29  23:00:00,1419829585.9792066 
 01/29  24:00:00,1337750178.0011024 
 01/30  01:00:00,1372546600.726446 
 01/30  02:00:00,1372189084.8671336 
 01/30  03:00:00,1369201029.3718874 
 01/30  04:00:00,1366840026.9591255 
 01/30  05:00:00,1365875909.0264792 
 01/30  06:00:00,1555238001.1822631 
 01/30  07:00:00,2063458851.9637382 
 01/30  08:00:00,2201863390.717081 
 01/30  09:00:00,3280175157.138503 
 01/30  10:00:00,3166681149.012047 
 01/30  11:00:00,3050858491.3911324 
 01/30  12:00:00,3205515826.4789305 
 01/30  13:00:00,3196319448.353856 
 01/30  14:00:00,3357656560.658201 
 01/30  15:00:00,3402375188.1416273 
 01/30  16:00:00,3394780805.6098223 
 01/30  17:00:00,3562001116.785199 
 01/30  18:00:00,2842112102.439681 
 01/30  19:00:00,2621634007.9636455 
 01/30  20:00:00,2459061139.2138286 
 01/30  21:00:00,2274859309.679565 
 01/30  22:00:00,2190549430.6685324 
 01/30  23:00:00,1734725777.9595804 
 01/30  24:00:00,1583040254.4150596 
 01/31  01:00:00,1402143771.048459 
 01/31  02:00:00,1387383818.3986983 
 01/31  03:00:00,1383468756.8973527 
 01/31  04:00:00,1390649833.7860198 
 01/31  05:00:00,1384319074.0449495 
 01/31  06:00:00,1528088293.2725697 
 01/31  07:00:00,2064482911.3187532 
 01/31  08:00:00,2226535157.4225063 
 01/31  09:00:00,3301347181.0016303 
 01/31  10:00:00,3200201294.3344016 
 01/31  11:00:00,3197118685.6069107 
 01/31  12:00:00,3330448524.098722 
 01/31  13:00:00,3209314513.0281897 
 01/31  14:00:00,3383788301.8821125 
 01/31  15:00:00,3431490446.309074 
 01/31  16:00:00,3448522321.5624294 
 01/31  17:00:00,3605456490.9086533 
 01/31  18:00:00,2837703113.4384155 
 01/31  19:00:00,2592760476.1824064 
 01/31  20:00:00,2384343318.5879717 
 01/31  21:00:00,2259397038.5533276 
 01/31  22:00:00,2176949083.7238073 
 01/31  23:00:00,1738806464.847659 
 01/31  24:00:00,1616908822.9438305 
 02/01  01:00:00,2052523707.4351392 
 02/01  02:00:00,2031234944.822816 
 02/01  03:00:00,2008237548.1703744 
 02/01  04:00:00,1989281724.2980146 
 02/01  05:00:00,1977351686.9766955 
 02/01  06:00:00,2107315148.4453537 
 02/01  07:00:00,2665074762.044472 
 02/01  08:00:00,2794465137.428836 
 02/01  09:00:00,3885309828.794691 
 02/01  10:00:00,3809760911.1315937 
 02/01  11:00:00,3775204057.0381756 
 02/01  12:00:00,3917352060.978318 
 02/01  13:00:00,3816238501.327905 
 02/01  14:00:00,4019029752.150807 
 02/01  15:00:00,4078636030.7434726 
 02/01  16:00:00,4110170192.9644427 
 02/01  17:00:00,4261074599.060274 
 02/01  18:00:00,3438220096.655321 
 02/01  19:00:00,3203412017.010912 
 02/01  20:00:00,3043770321.7646375 
 02/01  21:00:00,2917106750.5631337 
 02/01  22:00:00,2799303994.801224 
 02/01  23:00:00,2346087345.336125 
 02/01  24:00:00,2223067794.4739094 
 02/02  01:00:00,2041601630.4696794 
 02/02  02:00:00,2027725653.7345638 
 02/02  03:00:00,1996552809.9963493 
 02/02  04:00:00,1973753334.601057 
 02/02  05:00:00,1960853975.5977912 
 02/02  06:00:00,2069358381.6862507 
 02/02  07:00:00,2648508822.18895 
 02/02  08:00:00,2768826827.856148 
 02/02  09:00:00,3876500243.5908422 
 02/02  10:00:00,3909909002.8565807 
 02/02  11:00:00,3886138863.825057 
 02/02  12:00:00,3962941258.124409 
 02/02  13:00:00,3835004157.474231 
 02/02  14:00:00,4035290857.4794164 
 02/02  15:00:00,4085486099.914526 
 02/02  16:00:00,4129332451.00807 
 02/02  17:00:00,4258950941.7424145 
 02/02  18:00:00,3434376200.33923 
 02/02  19:00:00,3211253400.2755594 
 02/02  20:00:00,3064306524.490898 
 02/02  21:00:00,2908036104.608234 
 02/02  22:00:00,2808915937.0087347 
 02/02  23:00:00,2343469762.8901415 
 02/02  24:00:00,2203289596.29475 
 02/03  01:00:00,2020469929.3807719 
 02/03  02:00:00,2010200139.1232963 
 02/03  03:00:00,1997590745.3376257 
 02/03  04:00:00,1980046032.0441427 
 02/03  05:00:00,1963119651.1904542 
 02/03  06:00:00,2072095373.9569283 
 02/03  07:00:00,2651933912.244761 
 02/03  08:00:00,2770844468.92365 
 02/03  09:00:00,3866085477.0138927 
 02/03  10:00:00,3876967700.0302434 
 02/03  11:00:00,3884114132.2826304 
 02/03  12:00:00,3961281347.7604256 
 02/03  13:00:00,3832784394.750166 
 02/03  14:00:00,4054067895.1527553 
 02/03  15:00:00,4105420328.07714 
 02/03  16:00:00,4126712838.703158 
 02/03  17:00:00,4293316411.8128633 
 02/03  18:00:00,3451782923.222323 
 02/03  19:00:00,3225001253.447602 
 02/03  20:00:00,3049181492.949001 
 02/03  21:00:00,2907541525.3063836 
 02/03  22:00:00,2798114852.1442094 
 02/03  23:00:00,2339438914.327576 
 02/03  24:00:00,2199822392.6812315 
 02/04  01:00:00,1922030072.1811209 
 02/04  02:00:00,1901334035.4487813 
 02/04  03:00:00,1906965762.8889997 
 02/04  04:00:00,1893170445.4068973 
 02/04  05:00:00,1870646645.736476 
 02/04  06:00:00,1973910449.404018 
 02/04  07:00:00,2655877246.219263 
 02/04  08:00:00,2603114710.8316383 
 02/04  09:00:00,2870124249.106385 
 02/04  10:00:00,2805296251.2004466 
 02/04  11:00:00,2754701567.460286 
 02/04  12:00:00,2864176439.415288 
 02/04  13:00:00,2588469855.2797933 
 02/04  14:00:00,2610908194.032803 
 02/04  15:00:00,2646638110.7269363 
 02/04  16:00:00,2672761122.9772606 
 02/04  17:00:00,2816142430.98019 
 02/04  18:00:00,2725220417.958936 
 02/04  19:00:00,2492244400.333092 
 02/04  20:00:00,2267934403.0965977 
 02/04  21:00:00,2256820839.291986 
 02/04  22:00:00,2171034461.57012 
 02/04  23:00:00,2072410175.8543642 
 02/04  24:00:00,1985606738.8846495 
 02/05  01:00:00,1910797258.8552642 
 02/05  02:00:00,1883515024.206169 
 02/05  03:00:00,1870113714.9785364 
 02/05  04:00:00,1864841967.0985506 
 02/05  05:00:00,1858412433.1715956 
 02/05  06:00:00,1928667776.7835252 
 02/05  07:00:00,2269047202.8683605 
 02/05  08:00:00,2229242060.7253175 
 02/05  09:00:00,2215980128.3526354 
 02/05  10:00:00,2146559306.8167229 
 02/05  11:00:00,2045487002.961589 
 02/05  12:00:00,2261040007.395679 
 02/05  13:00:00,2347619275.18689 
 02/05  14:00:00,2326877970.475607 
 02/05  15:00:00,2381162394.0030813 
 02/05  16:00:00,2365958247.9566865 
 02/05  17:00:00,2540062485.0025187 
 02/05  18:00:00,2612012650.1106896 
 02/05  19:00:00,2404784921.1527762 
 02/05  20:00:00,2268311817.4008923 
 02/05  21:00:00,2259341147.3205385 
 02/05  22:00:00,2171175610.186185 
 02/05  23:00:00,2082003183.501134 
 02/05  24:00:00,1990652239.202573 
 02/06  01:00:00,2021351329.6113064 
 02/06  02:00:00,2009841533.1031513 
 02/06  03:00:00,1991386105.7369912 
 02/06  04:00:00,1983734940.3281376 
 02/06  05:00:00,1974968721.7657166 
 02/06  06:00:00,2125807112.9265547 
 02/06  07:00:00,2681146744.774532 
 02/06  08:00:00,2798165942.460294 
 02/06  09:00:00,3915966865.9944897 
 02/06  10:00:00,3915944624.9975376 
 02/06  11:00:00,3916773177.346372 
 02/06  12:00:00,4035903934.073897 
 02/06  13:00:00,3898979732.7655787 
 02/06  14:00:00,4086177857.585041 
 02/06  15:00:00,4134323910.563486 
 02/06  16:00:00,4201561900.2153997 
 02/06  17:00:00,4358644799.886248 
 02/06  18:00:00,3448782949.8697696 
 02/06  19:00:00,3246699580.649339 
 02/06  20:00:00,3102093241.7284765 
 02/06  21:00:00,2951712289.4003053 
 02/06  22:00:00,2845579344.3609247 
 02/06  23:00:00,2347246649.989252 
 02/06  24:00:00,2233666502.3133025 
 02/07  01:00:00,2067815057.3407733 
 02/07  02:00:00,2063818523.0062373 
 02/07  03:00:00,2061114126.2792182 
 02/07  04:00:00,2060295809.8988125 
 02/07  05:00:00,2060936237.4172072 
 02/07  06:00:00,2221684429.324991 
 02/07  07:00:00,2854344753.7283797 
 02/07  08:00:00,2982975123.187388 
 02/07  09:00:00,4125052622.191992 
 02/07  10:00:00,4041431678.7021637 
 02/07  11:00:00,3895077354.0869503 
 02/07  12:00:00,3946286116.235922 
 02/07  13:00:00,3815707931.0147896 
 02/07  14:00:00,4017830466.453174 
 02/07  15:00:00,4083363763.144326 
 02/07  16:00:00,4137238992.81378 
 02/07  17:00:00,4294587372.285357 
 02/07  18:00:00,3423061511.188536 
 02/07  19:00:00,3234698264.7518005 
 02/07  20:00:00,3076442432.4114895 
 02/07  21:00:00,2935156410.603998 
 02/07  22:00:00,2829332584.139109 
 02/07  23:00:00,2345766473.1866055 
 02/07  24:00:00,2228315782.220631 
 02/08  01:00:00,2049624245.0531 
 02/08  02:00:00,2030603759.322072 
 02/08  03:00:00,2016476543.8387022 
 02/08  04:00:00,1993978413.870969 
 02/08  05:00:00,1975073137.2781196 
 02/08  06:00:00,2108945216.0625978 
 02/08  07:00:00,2682870574.235689 
 02/08  08:00:00,2770138289.728676 
 02/08  09:00:00,3913688150.0166607 
 02/08  10:00:00,3883647599.2780733 
 02/08  11:00:00,3889341412.246087 
 02/08  12:00:00,4013663528.5979424 
 02/08  13:00:00,3899035084.011727 
 02/08  14:00:00,4117826615.7778964 
 02/08  15:00:00,4158479529.5948143 
 02/08  16:00:00,4216566938.859717 
 02/08  17:00:00,4365049762.181871 
 02/08  18:00:00,3460529782.9046645 
 02/08  19:00:00,3248736893.90273 
 02/08  20:00:00,3108007668.3613787 
 02/08  21:00:00,2972080385.2373147 
 02/08  22:00:00,2846093779.5768776 
 02/08  23:00:00,2344144807.399449 
 02/08  24:00:00,2228862586.1172085 
 02/09  01:00:00,2058314066.4137459 
 02/09  02:00:00,2028941484.8552618 
 02/09  03:00:00,2033672325.398456 
 02/09  04:00:00,2016492765.512864 
 02/09  05:00:00,1998623652.5487747 
 02/09  06:00:00,2144805152.5643876 
 02/09  07:00:00,2679998547.3902135 
 02/09  08:00:00,2783550924.4080763 
 02/09  09:00:00,3980763423.138308 
 02/09  10:00:00,3929715315.8198996 
 02/09  11:00:00,3882782172.8676405 
 02/09  12:00:00,3994585969.2173586 
 02/09  13:00:00,3889774969.545757 
 02/09  14:00:00,4114796771.3075786 
 02/09  15:00:00,4165026059.7548156 
 02/09  16:00:00,4239995245.2109337 
 02/09  17:00:00,4407235193.869755 
 02/09  18:00:00,3491096654.7270164 
 02/09  19:00:00,3255972157.5151243 
 02/09  20:00:00,3098361173.0472383 
 02/09  21:00:00,2951979352.586302 
 02/09  22:00:00,2839752235.204673 
 02/09  23:00:00,2345859896.480057 
 02/09  24:00:00,2227918452.4398026 
 02/10  01:00:00,2050705748.3529308 
 02/10  02:00:00,2044508069.3217163 
 02/10  03:00:00,2024637960.6757007 
 02/10  04:00:00,2005105778.9626846 
 02/10  05:00:00,2001173830.0251508 
 02/10  06:00:00,2150487650.620499 
 02/10  07:00:00,2700542830.0725346 
 02/10  08:00:00,2776109868.7434735 
 02/10  09:00:00,3956161634.3374653 
 02/10  10:00:00,4012545401.4114914 
 02/10  11:00:00,3958623889.4036055 
 02/10  12:00:00,4067309237.82621 
 02/10  13:00:00,3948901383.3111672 
 02/10  14:00:00,4163130208.7609987 
 02/10  15:00:00,4187775272.3319583 
 02/10  16:00:00,4264486293.9308786 
 02/10  17:00:00,4476673362.115484 
 02/10  18:00:00,3532769801.933866 
 02/10  19:00:00,3294883587.545905 
 02/10  20:00:00,3129410859.726439 
 02/10  21:00:00,2986340827.5914493 
 02/10  22:00:00,2883325175.199781 
 02/10  23:00:00,2353812937.1099057 
 02/10  24:00:00,2232978009.280002 
 02/11  01:00:00,1974951963.2511377 
 02/11  02:00:00,1968878681.509043 
 02/11  03:00:00,1963748568.4423158 
 02/11  04:00:00,1960569205.5316305 
 02/11  05:00:00,1953627961.6659534 
 02/11  06:00:00,2117391180.4680638 
 02/11  07:00:00,2816283481.6558657 
 02/11  08:00:00,2729757439.3121414 
 02/11  09:00:00,3048267442.531585 
 02/11  10:00:00,3011723167.81566 
 02/11  11:00:00,2890926394.864487 
 02/11  12:00:00,2939214346.0555634 
 02/11  13:00:00,2653125601.9589744 
 02/11  14:00:00,2684483449.668655 
 02/11  15:00:00,2721365773.4693003 
 02/11  16:00:00,2748054214.337623 
 02/11  17:00:00,2894304092.839613 
 02/11  18:00:00,2740105837.728653 
 02/11  19:00:00,2561434385.0413404 
 02/11  20:00:00,2277408234.9589415 
 02/11  21:00:00,2266102058.267848 
 02/11  22:00:00,2180054206.377799 
 02/11  23:00:00,2093456253.539657 
 02/11  24:00:00,2025422456.5984764 
 02/12  01:00:00,1975526799.4742432 
 02/12  02:00:00,1954638080.2559433 
 02/12  03:00:00,1917963823.0573893 
 02/12  04:00:00,1911577179.6459224 
 02/12  05:00:00,1907363978.667992 
 02/12  06:00:00,1971654530.0001798 
 02/12  07:00:00,2324576762.9577317 
 02/12  08:00:00,2250031572.0475836 
 02/12  09:00:00,2257269472.014079 
 02/12  10:00:00,2256908445.634022 
 02/12  11:00:00,2246683514.2614317 
 02/12  12:00:00,2351510060.0726027 
 02/12  13:00:00,2349217291.670809 
 02/12  14:00:00,2403187676.1470165 
 02/12  15:00:00,2389082540.990359 
 02/12  16:00:00,2421711177.0552235 
 02/12  17:00:00,2543744801.807966 
 02/12  18:00:00,2675408523.5911207 
 02/12  19:00:00,2610874041.626444 
 02/12  20:00:00,2324093057.63089 
 02/12  21:00:00,2264647698.094288 
 02/12  22:00:00,2181047096.1538405 
 02/12  23:00:00,2099822784.912154 
 02/12  24:00:00,2034497040.269364 
 02/13  01:00:00,2075114008.1650033 
 02/13  02:00:00,2072274189.2525916 
 02/13  03:00:00,2067822055.4002802 
 02/13  04:00:00,2068779060.977818 
 02/13  05:00:00,2099953798.7612057 
 02/13  06:00:00,2250500315.038475 
 02/13  07:00:00,2889782747.953384 
 02/13  08:00:00,2976393054.0877833 
 02/13  09:00:00,4187609941.537334 
 02/13  10:00:00,4090418591.869952 
 02/13  11:00:00,3966875984.5949125 
 02/13  12:00:00,4055223721.861003 
 02/13  13:00:00,3913587849.9872837 
 02/13  14:00:00,4154715668.618063 
 02/13  15:00:00,4197936796.1318994 
 02/13  16:00:00,4257375691.641938 
 02/13  17:00:00,4377405413.996346 
 02/13  18:00:00,3464778535.1366286 
 02/13  19:00:00,3254069368.5050225 
 02/13  20:00:00,3089766922.5501575 
 02/13  21:00:00,2943830861.8785176 
 02/13  22:00:00,2829904645.6651087 
 02/13  23:00:00,2346352699.5995646 
 02/13  24:00:00,2223515518.286227 
 02/14  01:00:00,2044435723.0546336 
 02/14  02:00:00,2031259632.96116 
 02/14  03:00:00,2013676837.5189943 
 02/14  04:00:00,2014880133.7358894 
 02/14  05:00:00,2009361377.4972851 
 02/14  06:00:00,2150345568.178385 
 02/14  07:00:00,2728741619.2055807 
 02/14  08:00:00,2817939094.7496023 
 02/14  09:00:00,4033754754.28693 
 02/14  10:00:00,4051260719.8389797 
 02/14  11:00:00,3962113940.5870523 
 02/14  12:00:00,4068838498.050898 
 02/14  13:00:00,3938404004.3480897 
 02/14  14:00:00,4147706113.2925386 
 02/14  15:00:00,4199581676.4261847 
 02/14  16:00:00,4268678336.8698106 
 02/14  17:00:00,4445260166.256625 
 02/14  18:00:00,3516816844.794131 
 02/14  19:00:00,3283883382.9552994 
 02/14  20:00:00,3117105770.1591835 
 02/14  21:00:00,2987055144.4225135 
 02/14  22:00:00,2882866250.504077 
 02/14  23:00:00,2354170069.0718594 
 02/14  24:00:00,2235658433.170325 
 02/15  01:00:00,2068047395.0851655 
 02/15  02:00:00,2066606671.8920498 
 02/15  03:00:00,2065840592.7661154 
 02/15  04:00:00,2035460160.206787 
 02/15  05:00:00,2007841162.6072962 
 02/15  06:00:00,2176698329.3251057 
 02/15  07:00:00,2800565081.432582 
 02/15  08:00:00,2893180727.489203 
 02/15  09:00:00,4096267887.680888 
 02/15  10:00:00,4070537678.5015125 
 02/15  11:00:00,3985384319.663934 
 02/15  12:00:00,4077880614.7214866 
 02/15  13:00:00,3930099342.6478424 
 02/15  14:00:00,4164666540.8348017 
 02/15  15:00:00,4211467791.231696 
 02/15  16:00:00,4246093151.568465 
 02/15  17:00:00,4380945372.790386 
 02/15  18:00:00,3474402815.453246 
 02/15  19:00:00,3259939295.852421 
 02/15  20:00:00,3104468826.623519 
 02/15  21:00:00,2965916578.059596 
 02/15  22:00:00,2852876761.415573 
 02/15  23:00:00,2349763484.846933 
 02/15  24:00:00,2234315650.1972756 
 02/16  01:00:00,2068159969.4651213 
 02/16  02:00:00,2064968357.5157309 
 02/16  03:00:00,2063669304.9653623 
 02/16  04:00:00,2052512568.07095 
 02/16  05:00:00,2045045338.2739906 
 02/16  06:00:00,2171799226.7274966 
 02/16  07:00:00,2726857778.2414513 
 02/16  08:00:00,2794495578.9711237 
 02/16  09:00:00,4050338136.3919845 
 02/16  10:00:00,4075794868.0347586 
 02/16  11:00:00,3986064241.1233616 
 02/16  12:00:00,4094731736.4767385 
 02/16  13:00:00,3948932152.821837 
 02/16  14:00:00,4159388964.980898 
 02/16  15:00:00,4205734945.214023 
 02/16  16:00:00,4280260259.401373 
 02/16  17:00:00,4473332325.869665 
 02/16  18:00:00,3531827262.546556 
 02/16  19:00:00,3289047166.2589245 
 02/16  20:00:00,3121425062.5878963 
 02/16  21:00:00,2986746005.546883 
 02/16  22:00:00,2864677180.956508 
 02/16  23:00:00,2352469458.123292 
 02/16  24:00:00,2237293593.062224 
 02/17  01:00:00,2072208470.4594984 
 02/17  02:00:00,2070206611.856973 
 02/17  03:00:00,2067925830.667551 
 02/17  04:00:00,2064928313.5146918 
 02/17  05:00:00,2063682416.6186612 
 02/17  06:00:00,2214083262.0960603 
 02/17  07:00:00,2822897084.1838946 
 02/17  08:00:00,2850512490.4102573 
 02/17  09:00:00,4058584763.149799 
 02/17  10:00:00,4084084780.2531295 
 02/17  11:00:00,3995288548.6522865 
 02/17  12:00:00,4091060331.780645 
 02/17  13:00:00,3956967859.374499 
 02/17  14:00:00,4200766956.085378 
 02/17  15:00:00,4265788493.7160196 
 02/17  16:00:00,4391929906.460379 
 02/17  17:00:00,4500253210.10948 
 02/17  18:00:00,3554634167.382673 
 02/17  19:00:00,3305153545.4773755 
 02/17  20:00:00,3130206137.608555 
 02/17  21:00:00,3017565709.157102 
 02/17  22:00:00,2930525921.1167827 
 02/17  23:00:00,2361161377.541009 
 02/17  24:00:00,2243601723.892518 
 02/18  01:00:00,1985806746.1784632 
 02/18  02:00:00,1980826587.5038588 
 02/18  03:00:00,1979721009.282425 
 02/18  04:00:00,1977079448.6268148 
 02/18  05:00:00,1973124321.5160944 
 02/18  06:00:00,2132660694.8617141 
 02/18  07:00:00,2882636081.8620257 
 02/18  08:00:00,2769647030.539574 
 02/18  09:00:00,3067153435.609111 
 02/18  10:00:00,2983532156.869581 
 02/18  11:00:00,2867488090.1067696 
 02/18  12:00:00,2884275356.461846 
 02/18  13:00:00,2574830545.057877 
 02/18  14:00:00,2583701297.4419327 
 02/18  15:00:00,2585199989.934827 
 02/18  16:00:00,2574853779.2992926 
 02/18  17:00:00,2735748379.931999 
 02/18  18:00:00,2709565144.5945706 
 02/18  19:00:00,2475760666.598609 
 02/18  20:00:00,2254187192.5034447 
 02/18  21:00:00,2249953662.94268 
 02/18  22:00:00,2167378616.091226 
 02/18  23:00:00,2084613150.911138 
 02/18  24:00:00,2018215881.3100543 
 02/19  01:00:00,1967689429.9586778 
 02/19  02:00:00,1967361125.3599825 
 02/19  03:00:00,1966276498.566905 
 02/19  04:00:00,1964133384.5722203 
 02/19  05:00:00,1961867379.643482 
 02/19  06:00:00,2027551227.9640226 
 02/19  07:00:00,2376840921.5770836 
 02/19  08:00:00,2308785133.1322765 
 02/19  09:00:00,2309614366.8855996 
 02/19  10:00:00,2191181980.9698973 
 02/19  11:00:00,2037482960.690447 
 02/19  12:00:00,2052719897.796685 
 02/19  13:00:00,2103428609.8708582 
 02/19  14:00:00,2246372880.5753617 
 02/19  15:00:00,2332793141.473174 
 02/19  16:00:00,2487043622.2012978 
 02/19  17:00:00,2616036327.849597 
 02/19  18:00:00,2437396254.232522 
 02/19  19:00:00,2443501395.0830092 
 02/19  20:00:00,2329771077.192258 
 02/19  21:00:00,2268337521.584623 
 02/19  22:00:00,2185850931.8075852 
 02/19  23:00:00,2103445702.485638 
 02/19  24:00:00,2036088538.292153 
 02/20  01:00:00,1984271301.1068969 
 02/20  02:00:00,1982922954.5668044 
 02/20  03:00:00,1983049700.5284867 
 02/20  04:00:00,1982938625.698153 
 02/20  05:00:00,1984117781.2291098 
 02/20  06:00:00,2049290454.5736923 
 02/20  07:00:00,2423568590.9750576 
 02/20  08:00:00,2364066160.052574 
 02/20  09:00:00,2370977220.417412 
 02/20  10:00:00,2230525699.281123 
 02/20  11:00:00,2088695470.1538796 
 02/20  12:00:00,2127995447.1883616 
 02/20  13:00:00,2381956344.798712 
 02/20  14:00:00,2472471163.593099 
 02/20  15:00:00,2511617859.22342 
 02/20  16:00:00,2550318225.1323853 
 02/20  17:00:00,2640106921.9512115 
 02/20  18:00:00,2817881496.022749 
 02/20  19:00:00,2536741376.773946 
 02/20  20:00:00,2406774936.5717297 
 02/20  21:00:00,2388824499.29161 
 02/20  22:00:00,2282324449.0027986 
 02/20  23:00:00,2177387460.224903 
 02/20  24:00:00,2061125334.645071 
 02/21  01:00:00,2111439257.2235074 
 02/21  02:00:00,2093941730.7733178 
 02/21  03:00:00,2104079889.219899 
 02/21  04:00:00,2090372606.3028908 
 02/21  05:00:00,2099485452.7931228 
