Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Wetbulb Globe Temperature [C](Hourly),ZONE ONE:Zone Operative Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly) 
 01/04  24:00:00,8.125,0.75,0.75,0.0,6.000000,0.0,,,,-1.9143440825458553,0.45741085614929017,1.1472212229920133,5.849565906287296,-1.9403324056852227,0.0649907528486899,1.1371024704858703,5.834926327271995,-2.0491245767742767,-1.4609526420927377,1.0935773278078924,5.856575077769126,-2.0257479235126086,-1.1158157967111462,1.1057897793319758,5.925051645986513,-2.1942488690807633,-2.1984011027080927,0.9888782015136649,-2.1253330492773235,-3.553389262473054,0.7299362335894753,6.798316707495263,-0.6730352516042575,-3.852382479969794,-0.6046229492176677,115.64189149396829,91.10804097870991,-0.5362106468310781 
 01/05  01:00:00,6.875,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4133668320885508,-3.708766798285871,-0.46028270146588535,-15.06677040206416,20.389819715333868,-0.5071985708432198 
 01/05  02:00:00,8.5,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41227849383357873,-3.6821538037648933,-0.3625040294585746,87.95769375886687,52.52477573467703,-0.31272956508357047 
 01/05  03:00:00,10.9125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028905273383782702,-3.417344832351654,0.004572693408473268,103.77627580579748,116.74087650111055,0.03805066020072924 
 01/05  04:00:00,10.0375,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1696149217157764,-3.2903807339113404,0.14440477211249958,18.427045209701873,29.107695584902103,0.11919462250922273 
 01/05  05:00:00,9.4,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1778687072994298,-3.278466836542189,0.1447757222723781,-0.5921011275035154,-1.9136503854235174,0.11168273724532642 
 01/05  06:00:00,9.4,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21326695574490515,-3.246138147575174,0.20349565813552056,27.220777320217685,22.46306887987757,0.1937243605261359 
 01/05  07:00:00,6.65,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2146759695585428,-3.2607719909083492,0.1493190251644356,-49.09317829065934,-32.81658049656971,0.0839620807703284 
 01/05  08:00:00,8.125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2920230909835684,-3.14987213918208,0.41092130711884844,244.1477506184579,170.89689977085555,0.5298195232541285 
 01/05  09:00:00,9.3125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4417053242186513,-2.3609903748576677,1.5157557612506198,344.147266587072,378.16700356071897,1.5898061982825877 
 01/05  10:00:00,11.337500000000002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3287335459938587,-1.7598050630698592,2.356731953012124,257.98644372009505,252.6841776666381,2.384730360030389 
 01/05  11:00:00,12.8,1.875,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.999406610795947,-1.3190994952426491,2.9742665015026293,149.3433434578107,164.9704461196815,2.9491263922093114 
 01/05  12:00:00,14.175,2.375,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.484401403860737,-0.9843828084025648,3.474826764131784,163.64666350660326,159.08063637878027,3.4652521244028307 
 01/05  13:00:00,14.624999999999998,2.625,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9963456445133323,-0.6384712866588442,3.9828236091555747,160.38034458619353,158.0996448015728,3.969301573797816 
 01/05  14:00:00,13.400000000000002,2.375,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48490599762724,-0.31841821705830997,4.43543734637381,113.20096555447068,128.81107128648313,4.385968695120379 
 01/05  15:00:00,11.05,2.625,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.606986053530619,-0.25720110273448216,4.483298173120036,-24.763365107469646,-13.210896280374449,4.359610292709452 
 01/05  16:00:00,8.9375,2.375,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.438776639582951,-0.3790569995551044,4.2841484913019325,-94.15954193004816,-79.16494683673778,4.129520343020914 
 01/05  17:00:00,6.612499999999999,3.875,2.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.855744654194759,-0.7852930658418842,3.653209692614295,-255.36547628850315,-243.83528432548093,3.4506747310338315 
 01/05  18:00:00,5.6,4.375,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.215874402059833,-1.1835229003521577,3.1275898845176426,-107.92576890105502,-132.67832381079845,3.0393053669754524 
 01/05  19:00:00,4.5375,3.375,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9936951431283534,-1.3156628464523266,2.9584527649202443,-43.198718812757576,-47.28919424061765,2.923210386712136 
 01/05  20:00:00,3.5249999999999995,2.375,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8796252180218103,-1.3904607084553229,2.8481629441819516,-34.110330373382666,-33.58005522019037,2.8167006703420916 
 01/05  21:00:00,2.3,3.25,3.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7674301936666375,-1.4676907133545503,2.733413409660882,-36.18448909520316,-35.83604485274093,2.699396625655127 
 01/05  22:00:00,0.6375,5.25,5.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.615569133975722,-1.5769734391332242,2.5627847156529797,-63.5904185589595,-58.59917682602949,2.510000297330238 
 01/05  23:00:00,0.375,7.25,5.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.420189356119209,-1.696794285512753,2.3759889890294694,-48.93682156683069,-53.62196505814265,2.3317886219397304 
 01/05  24:00:00,0.225,7.375,5.625,0.0,7.000000,0.0,,,,3.003441432349882,17.21635876775453,1.1691152901064152,9.20267933477829,2.5388083109734523,9.664293507053891,0.9881662651336275,8.860551059136752,2.3245843403587823,6.265668267239305,0.9017049266911771,8.8210446557192,2.525147789023824,9.313759841199998,1.0109900115492954,9.10463486466097,1.3504288759492018,1.3124116907600112,0.784216367166838,2.1350510407681704,6.266623930866714,0.6541532898178202,10.946543252990836,2.3160467296877627,-1.7702201686936814,2.289103395257526,-17.169676201725,-20.73917229184551,2.2621600608272896 
 01/06  01:00:00,0.0,8.875,8.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2920204477455925,-1.7878998994287594,2.279664593747288,2.7864641059916333,-0.04360943887016555,2.267308739748984 
 01/06  02:00:00,0.6875,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.317079206184548,-1.7664769204852635,2.313291160169178,10.20201900737764,10.045301514295687,2.309503114153808 
 01/06  03:00:00,0.7875000000000001,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31924338167037,-1.7675003215036265,2.2977789345445316,-15.038827106091944,-10.051255099332927,2.276314487418694 
 01/06  04:00:00,0.225,10.0,9.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.235506072082045,-1.8266311602211953,2.202744893708826,-33.215140333470245,-32.20970927085807,2.1699837153356065 
 01/06  05:00:00,-0.375,7.5,5.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.058176602589334,-1.945822852149406,1.9880018553654746,-91.95167494249631,-79.9431704096002,1.917827108141615 
 01/06  06:00:00,-0.225,2.25,1.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7786814890272464,-2.131893517435251,1.729814015533547,-57.04052625290342,-69.87815001238769,1.6809465420398475 
 01/06  07:00:00,-0.375,3.75,3.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6906523817012848,-2.189504591607453,1.6686368695264342,-4.625865652636728,-9.026255886791034,1.6466213573515838 
 01/06  08:00:00,-0.6,5.375,3.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7323053118824938,-2.141345535093912,1.7658950881080855,57.85115253508426,40.34778368117877,1.7994848643336774 
 01/06  09:00:00,-0.6,4.375,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.195255689418428,-1.7948367831508738,2.2980272676351152,211.38971208955013,201.47058403844431,2.4007988458518024 
 01/06  10:00:00,-0.225,3.375,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9097460071509342,-1.309895396181792,2.97897536079613,239.1344835956435,232.9347263778061,3.048204714441325 
 01/06  11:00:00,0.0,1.125,1.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7382281831674984,-0.7532180608345727,3.773598840562129,261.30519715652895,265.7506757667449,3.8089694979567588 
 01/06  12:00:00,0.6875,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.247124817914292,-0.44985386498248175,4.144016905173114,33.092118280557386,67.42411881394185,4.040908992431935 
 01/06  13:00:00,1.4749999999999999,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.163688437992512,-0.5123592361474916,4.039267162384713,-51.589779925558304,-51.206006185557385,3.914845886776914 
 01/06  14:00:00,1.3249999999999997,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.108791868994955,-0.5312405701977134,4.044558093992681,25.414850304826018,14.212911003775204,3.9803243189904065 
 01/06  15:00:00,1.4749999999999999,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.173477294573447,-0.49396468340572236,4.088394418829701,-5.860806874547069,4.336083502577509,4.003311543085954 
 01/06  16:00:00,1.0125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.037978152502446,-0.5935896718193331,3.9249375559109154,-90.72985886733481,-76.06633064913048,3.811896959319385 
 01/06  17:00:00,-0.15,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5167510643877202,-0.9612936670031029,3.3617061563884914,-230.16284444796582,-217.2015189888259,3.206661248389263 
 01/06  18:00:00,-1.2874999999999999,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.904394239065731,-1.3621027428484158,2.8245063593785673,-122.06597811869969,-143.20352861196164,2.744618479691404 
 01/06  19:00:00,-2.6999999999999997,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5753813929042466,-1.5857883521389233,2.5006001748220505,-97.81133029450757,-96.87664266626345,2.425818956739854 
 01/06  20:00:00,-3.9875000000000003,1.875,1.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.312840702712019,-1.7593115527250434,2.2535193111041423,-62.15551391629887,-68.11025007893603,2.1941979194962657 
 01/06  21:00:00,-5.4624999999999995,3.625,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0668029894727993,-1.936584903180351,1.9800393632854774,-110.64562332584569,-98.98187034616322,1.893275737098156 
 01/06  22:00:00,-7.1625,6.5,6.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7410707610934584,-2.1584561951397916,1.6719566207938614,-73.92804097087513,-84.8085585034907,1.6028424804942645 
 01/06  23:00:00,-7.8,9.25,9.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.548216045459734,-2.2852876044351276,1.487838624591486,-52.34796403838686,-53.7560786833173,1.4274612037232384 
 01/06  24:00:00,-8.487499999999999,10.0,10.0,0.0,1.000000,0.0,,,,2.9213311445663295,7.956242654871253,1.1416868542252896,10.202479160393294,2.486919986147063,1.2441864278609336,1.0198750753259473,9.955910669273818,2.2797654539136007,-1.8194905299052444,0.9096015352923845,8.835942536815255,2.470342233890324,0.9096272459118068,0.9384915905573902,9.099996535222507,2.676591097119083,2.682791650835568,0.9821858825035653,2.5145049467403764,-0.7436918508158884,0.7936871342990033,11.787574801415195,1.3587903886107573,-2.421720491467664,1.2880956731049622,-73.97775370012234,-69.29519668332247,1.2174009575991673 
 01/07  01:00:00,-8.9,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1264843661660082,-2.5901356550765318,1.060474841675523,-65.58037240082105,-68.62647204885099,0.994465317185038 
 01/07  02:00:00,-8.525000000000002,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9410421149368257,-2.7203716795893147,0.8814522547606616,-51.968840588819944,-53.38835109856253,0.8218623945844976 
 01/07  03:00:00,-9.737499999999999,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7171370173026042,-2.8859933877207435,0.6344959155170848,-98.55852317861374,-89.99725175212646,0.5518548137315655 
 01/07  04:00:00,-11.599999999999998,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3665061705163259,-3.1353835890012007,0.27480132240142907,-115.78621306476943,-115.50406953321794,0.18309647428653217 
 01/07  05:00:00,-13.2625,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02041006471199004,-3.401909112319849,-0.1214308073512121,-128.80332448596783,-127.18586094930187,-0.2224515499904342 
 01/07  06:00:00,-13.212500000000002,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3404369769804408,-3.622068487177568,-0.4134507835657715,-62.739117436081415,-73.99897865127204,-0.48646459015110216 
 01/07  07:00:00,-12.8,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5335682122682907,-3.7642005429861696,-0.6100526618751816,-70.67710728231233,-66.5506661201406,-0.6865371114820724 
 01/07  08:00:00,-6.550000000000001,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4974544430703017,-3.7017766771264653,-0.4508454566368756,129.68929172437115,94.26770015768695,-0.40423647020344944 
 01/07  09:00:00,-1.4249999999999998,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06223628713116671,-3.382126195854414,0.017987865988297092,99.83638504203404,116.64918607298182,0.09821201910776088 
 01/07  10:00:00,0.4625000000000001,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22270472149819165,-3.1696544629839645,0.3211749007610016,101.22423009492496,94.05955403058988,0.4196450800238115 
 01/07  11:00:00,2.1624999999999996,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599880713525476,-2.9087902487372124,0.6859064347239595,125.38933471034014,126.7659225855542,0.771932155922443 
 01/07  12:00:00,4.175,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9694292022510465,-2.658108495493531,1.0284119777063376,107.85971945464301,109.77027175023431,1.0873947531616288 
 01/07  13:00:00,5.375,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.264174706830921,-2.4606020170124467,1.2933880711885042,74.25751988395712,79.60829770181122,1.3226014355460873 
 01/07  14:00:00,5.225,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4235468495743482,-2.3601350127672553,1.4193569228325713,24.72466190817928,31.289712395673174,1.4151669960907944 
 01/07  15:00:00,5.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4505293523878642,-2.3489342103735122,1.4304256248354315,-2.2216537187304217,-0.5821678892961893,1.4103218972829987 
 01/07  16:00:00,4.625,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4177016798995943,-2.380358164253091,1.383086981612377,-19.771589066473574,-17.032526249276284,1.3484722833251594 
 01/07  17:00:00,4.775,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.349848252821246,-2.431721022813106,1.3241995289327386,-14.097070621474826,-17.878165980441548,1.2985508050442314 
 01/07  18:00:00,5.375,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3617431828295872,-2.414141198105236,1.3690407327211722,20.9289969333131,17.138217310718804,1.3763382826127568 
 01/07  19:00:00,5.225,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4275488448095792,-2.3727967870176907,1.4244189936409977,12.431367866054035,15.862268166048345,1.4212891424724163 
 01/07  20:00:00,4.625,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4453880383639204,-2.3643173028210605,1.4348205488300119,1.5761381916365227,2.005809413640129,1.4242530592961038 
 01/07  21:00:00,3.0250000000000004,10.0,9.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406885175125852,-2.4070960356270406,1.3607244339706708,-32.34514246780604,-26.05401069122606,1.3145636928154893 
 01/07  22:00:00,0.45000000000000007,8.125,7.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2107459480465996,-2.5593857544669376,1.1298887977034795,-94.74853872506839,-85.51931278829476,1.0490316473603591 
 01/07  23:00:00,-0.225,6.375,6.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9509360256925735,-2.721808096673035,0.9173557310198261,-42.58544693414784,-56.86353722700318,0.8837754363470788 
 01/07  24:00:00,1.0625,8.5,8.5,0.0,2.000000,0.0,,,,0.6554437563177785,-1.1035573886516137,0.9310685136399767,7.675881810466123,0.6541084441613506,-1.1216003248591584,0.9316556112645359,7.173969112650949,0.6541298128175368,-1.1212970065844994,0.9316490948583369,7.074556311634471,0.6547742593523734,-1.113282430392587,0.9305973087755605,7.5719509773971465,0.9353241641464117,0.9453847364293426,0.8987700804881059,0.7286675686999575,-1.6112202445674944,0.652655747215349,8.758695889564013,0.93330210353832,-2.7193959837127695,0.9558143744883655,25.25883663221083,19.03715720959382,0.9783266454384111 
 01/08  01:00:00,1.7,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0226116734659474,-2.660497839030775,1.0453060559705947,19.420659216064752,23.18005210476207,1.0680004384752422 
 01/08  02:00:00,1.3249999999999997,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0494703166489563,-2.652727885012628,1.0449040875968036,-1.7067262296490595,0.6628204996403995,1.0403378585446512 
 01/08  03:00:00,0.03750000000000003,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9940253688250453,-2.7046733749934186,0.9591478925605423,-35.59349002306179,-30.610677692501664,0.9242704162960396 
 01/08  04:00:00,-1.2874999999999999,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8590390669234254,-2.8007625682109865,0.8221084388925731,-42.17697300420468,-43.289555364315,0.7851778108617211 
 01/08  05:00:00,-2.6999999999999997,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.706498434834752,-2.9048683150351264,0.6587157735278854,-56.85093553083843,-53.90064999649465,0.6109331122210186 
 01/08  06:00:00,-3.3,10.0,7.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5190330867781274,-3.0382238933078085,0.46985121515283446,-57.74835440142556,-58.34039167390401,0.4206693435275414 
 01/08  07:00:00,-3.9875000000000003,8.125,3.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3060765291505423,-3.1944259770655967,0.2432383467293031,-78.06326144111232,-74.9007561027652,0.1804001643080639 
 01/08  08:00:00,-3.3999999999999995,4.5,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2276682971068938,-3.216828460726858,0.28206835270229635,93.77405949677171,51.25063676770016,0.336468408297699 
 01/08  09:00:00,0.32500000000000023,1.75,1.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9679174079499586,-2.6694469464797024,1.1137019293752397,311.77144951512696,304.9756797515153,1.2594864508005208 
 01/08  10:00:00,3.95,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9161406278446578,-2.031687664490104,1.9819005820141968,258.684729962448,269.5537072868587,2.0476605361837357 
 01/08  11:00:00,6.374999999999999,1.625,1.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5143532032335116,-1.6467556088535074,2.5085593263256216,117.68374680751911,133.28452728433837,2.502765449417731 
 01/08  12:00:00,7.575,2.625,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.902610566188681,-1.3819690815597085,2.898735582855761,127.0045503722179,125.45982687462902,2.894860599522841 
 01/08  13:00:00,9.549999999999999,1.75,1.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3267734861607607,-1.093937425374173,3.336660703041684,157.06443686222954,146.8278946911091,3.346547919922607 
 01/08  14:00:00,10.6,0.375,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8917673614843125,-0.7222855260305985,3.8903742327239983,176.58584913093918,178.89691710289495,3.888981103963684 
 01/08  15:00:00,8.85,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.281223346626965,-0.4950226075989859,4.1809961147836905,41.2284509641623,64.6375828182646,4.080768882940415 
 01/08  16:00:00,7.1125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.280418564939826,-0.513818914011808,4.135226129803684,-46.01503413992387,-32.0178612847078,3.990033694667541 
 01/08  17:00:00,5.262500000000001,1.25,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7137836549777394,-0.9266873589170666,3.48816676685542,-298.59826696067,-274.8941817226641,3.2625498787331013 
 01/08  18:00:00,2.025,3.875,2.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.869371504330684,-1.469376181417382,2.7511738701531887,-177.51289079661058,-201.28168680737394,2.632976235975693 
 01/08  19:00:00,-0.15,6.25,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4832529326811805,-1.7085427957615815,2.4349987496336247,-62.61604653115654,-75.60945876285439,2.3867445665860685 
 01/08  20:00:00,-1.2874999999999999,7.625,3.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3144893285340746,-1.8228155067114766,2.264126697552598,-56.38440138517754,-53.063686372301845,2.213764066571121 
 01/08  21:00:00,-1.3249999999999997,7.375,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1582327568638506,-1.9287489502060289,2.120809492051521,-33.23120290777168,-38.16008141393293,2.0833862272391914 
 01/08  22:00:00,-1.7875000000000003,7.625,6.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0692717554103224,-1.9934463237860114,2.0345453914533804,-27.05737391319483,-26.178415178701528,1.999819027496438 
 01/08  23:00:00,-1.8875000000000002,7.375,6.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9695307526312908,-2.067837939856289,1.9300018051261194,-35.71077222783579,-34.24752555065277,1.8904728576209484 
 01/08  24:00:00,-2.3874999999999997,8.25,7.25,0.0,3.000000,0.0,,,,2.545456121495169,11.03685838642946,1.1188197006086182,11.247213960606869,2.1038682209657806,4.013508410873331,0.9428356045299636,10.462037062980873,1.911632789299426,1.097830882772328,0.8323197665666925,12.345590410133882,2.1230628502753337,4.284210498642467,0.9328268749065288,12.954132783778293,1.76446294016598,1.7527240141458877,0.8857721868814967,1.979179850038988,1.8674526799751072,0.7228690162809674,14.840018984513577,1.849186219477451,-2.149498864085592,1.809238527710722,-36.814719192327836,-37.16942439752708,1.7692908359439925 
 01/09  01:00:00,-3.1125,3.375,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.678503892988512,-2.274717372136613,1.616334457127568,-74.0611058376131,-67.87171383646663,1.5541650212666238 
 01/09  02:00:00,-3.3,1.25,1.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4615538955856486,-2.421812299708013,1.4131466929048564,-47.93542908955463,-54.63980171093047,1.3647394902240642 
 01/09  03:00:00,-3.3,1.375,1.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3237389009339928,-2.5168510189882776,1.2758138392911524,-43.518281719080974,-42.156507340471194,1.2278887776483123 
 01/09  04:00:00,-3.3,1.625,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.183863292489766,-2.6132135294712593,1.1372427008341375,-41.628322234967385,-42.259570841481555,1.090622109178509 
 01/09  05:00:00,-3.675,2.625,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0232089223404799,-2.7253360664981248,0.9647494449474114,-62.33078987025769,-58.35496857257421,0.906289967554343 
 01/09  06:00:00,-3.5249999999999995,1.125,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8459270279487907,-2.8428051045252483,0.8006464934977129,-38.14780738013239,-43.91718535769533,0.7553659590466351 
 01/09  07:00:00,-4.3625,0.625,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592466378863639,-3.0393286903494303,0.48030844073652623,-163.47789274409814,-133.07914985086381,0.3681505026094135 
 01/09  08:00:00,-2.5625,1.0,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44870040764482355,-3.0708748272813824,0.5568213248434513,201.51331781690735,118.38078830153323,0.664942242042079 
