Date/Time,Electricity:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/21  13:00:00,2061594661.9140415,95860936.87306735 
 01/21  14:00:00,2042048814.1081617,81367634.83931667 
 01/21  15:00:00,2011250829.248354,79359281.83367291 
 01/21  16:00:00,1966807797.4542112,65411596.71708463 
 01/21  17:00:00,2112019496.4429193,78878971.02214019 
 01/21  18:00:00,2103074350.1232886,49952549.285186104 
 01/21  19:00:00,1912018733.1254728,39735892.3916258 
 01/21  20:00:00,1694981121.8501406,50944741.68224399 
 01/21  21:00:00,1689853108.2197328,51114582.251868844 
 01/21  22:00:00,1609326133.227883,64112871.77554789 
 01/21  23:00:00,1515129144.0624118,38518626.5327449 
 01/21  24:00:00,1418128191.010364,38333183.62243069 
 01/22  01:00:00,1369400531.2982216,37893728.87095452 
 01/22  02:00:00,1375620117.6856985,26211168.0 
 01/22  03:00:00,1353498198.4425945,26211168.0 
 01/22  04:00:00,1339208439.1219153,26211168.0 
 01/22  05:00:00,1338796689.492495,26211168.0 
 01/22  06:00:00,1403649527.3571045,26211168.0 
 01/22  07:00:00,1753306639.9112928,51152637.50266141 
 01/22  08:00:00,1713923413.4584212,38431454.15365771 
 01/22  09:00:00,1673433009.4181838,39343484.018146664 
 01/22  10:00:00,1538382984.4831753,49303310.83757345 
 01/22  11:00:00,1404393675.4161339,38308096.39542851 
 01/22  12:00:00,1451714349.8044128,40102797.6082482 
 01/22  13:00:00,1466733422.0170033,49335659.610935904 
 01/22  14:00:00,1470018423.2421844,55299144.45503157 
 01/22  15:00:00,1473468455.359562,47003385.509601265 
 01/22  16:00:00,1474503576.5655565,38417382.14822608 
 01/22  17:00:00,1636777221.6852572,40938255.24795189 
 01/22  18:00:00,1811506455.6732564,47779081.46754551 
 01/22  19:00:00,1820340126.835371,38307097.57382764 
 01/22  20:00:00,1687605813.761773,38354991.26423742 
 01/22  21:00:00,1681203559.443552,38402370.952804714 
 01/22  22:00:00,1557699741.6241016,50909980.94625568 
 01/22  23:00:00,1443276669.1081522,38319268.01612964 
 01/22  24:00:00,1361644802.073979,38366905.4053388 
 01/23  01:00:00,1383498894.9572623,37890240.82978754 
 01/23  02:00:00,1369313767.5792737,26211168.0 
 01/23  03:00:00,1368757445.6573493,26211168.0 
 01/23  04:00:00,1368049574.6293864,26211168.0 
 01/23  05:00:00,1367901077.0702384,26211168.0 
 01/23  06:00:00,1529576490.685115,132483056.60992378 
 01/23  07:00:00,2076269884.5377104,744046319.2901131 
 01/23  08:00:00,2212017617.4308577,649258680.5990156 
 01/23  09:00:00,3286217219.938885,436299823.9132143 
 01/23  10:00:00,3159487362.991398,326929167.22388536 
 01/23  11:00:00,2999881111.3310513,220020816.5578777 
 01/23  12:00:00,3043779708.9735913,183380156.77935112 
 01/23  13:00:00,2988552273.743197,199862384.13397577 
 01/23  14:00:00,3268394647.6851892,205027845.36089075 
 01/23  15:00:00,3326812740.724817,128407030.71652481 
 01/23  16:00:00,3352702204.072214,137433152.81181723 
 01/23  17:00:00,3531350135.6099935,170472207.81914732 
 01/23  18:00:00,2835226004.8773785,100351661.58323602 
 01/23  19:00:00,2576325902.5287237,98929425.42218591 
 01/23  20:00:00,2373358649.8196516,85444000.55042031 
 01/23  21:00:00,2248071823.0331383,100428768.73709622 
 01/23  22:00:00,2133708723.8566399,88551548.3083096 
 01/23  23:00:00,1692462810.1811643,50841740.63474526 
 01/23  24:00:00,1569753467.0716147,38323684.11403595 
 01/24  01:00:00,1395541504.172703,26211168.0 
 01/24  02:00:00,1400433200.871142,26211168.0 
 01/24  03:00:00,1394260171.2636883,26211168.0 
 01/24  04:00:00,1387219626.882195,37893519.21286023 
 01/24  05:00:00,1388070423.2389815,26211168.0 
 01/24  06:00:00,1538201617.4322958,61720312.92712433 
 01/24  07:00:00,2096173256.1611953,319196258.25828636 
 01/24  08:00:00,2215986038.0249777,260852515.65261495 
 01/24  09:00:00,3309884444.3421936,156858359.9730332 
 01/24  10:00:00,3197245851.924047,155160414.1474138 
 01/24  11:00:00,3202563824.1557393,154028831.05803862 
 01/24  12:00:00,3338308427.666786,173892736.56996825 
 01/24  13:00:00,3220853608.3856816,211245466.8464851 
 01/24  14:00:00,3410214928.0710797,191137711.14189962 
 01/24  15:00:00,3452163328.277219,139016269.0710224 
 01/24  16:00:00,3445893924.242464,137220241.88285148 
 01/24  17:00:00,3571338750.287485,156822929.96114933 
 01/24  18:00:00,2820873551.683076,111586772.259529 
 01/24  19:00:00,2587051562.560648,96551381.57577528 
 01/24  20:00:00,2452025369.057517,80228737.74753156 
 01/24  21:00:00,2316175399.2299542,83596349.96672189 
 01/24  22:00:00,2177337055.880392,66004909.15869337 
 01/24  23:00:00,1721696618.9731383,38406305.43870886 
 01/24  24:00:00,1588993072.2759938,50647679.20495137 
 01/25  01:00:00,1401672727.357103,26211168.0 
 01/25  02:00:00,1390296077.7643795,26211168.0 
 01/25  03:00:00,1388133354.3014412,26211168.0 
 01/25  04:00:00,1387384614.0432873,26211168.0 
 01/25  05:00:00,1387815285.3512223,26211168.0 
 01/25  06:00:00,1504428632.01168,83822869.90997365 
 01/25  07:00:00,2092469586.989767,421623716.08928907 
 01/25  08:00:00,2235911033.334539,311920424.88841724 
 01/25  09:00:00,3296258473.721235,166129974.739533 
 01/25  10:00:00,3160296097.1267905,167556686.1046255 
 01/25  11:00:00,3132842965.8634477,147544421.39263514 
 01/25  12:00:00,3308434935.875882,175884857.28341246 
 01/25  13:00:00,3207158134.917307,210253730.98020005 
 01/25  14:00:00,3374843900.506643,199821419.92707756 
 01/25  15:00:00,3402772825.355651,136958084.06921208 
 01/25  16:00:00,3421261079.285111,123573431.63530295 
 01/25  17:00:00,3577602121.3267913,170262737.4530726 
 01/25  18:00:00,2807190248.379462,115090781.80168377 
 01/25  19:00:00,2571415948.3462305,83243485.22788756 
 01/25  20:00:00,2375994388.0670705,81027029.20843928 
 01/25  21:00:00,2199737802.246786,92812369.26313096 
 01/25  22:00:00,2079441088.9737976,87714968.49196707 
 01/25  23:00:00,1691241013.466312,50815333.0912662 
 01/25  24:00:00,1568358151.135352,38364170.80203607 
 01/26  01:00:00,1386940470.705683,26211168.0 
 01/26  02:00:00,1379975147.696336,37893912.21494445 
 01/26  03:00:00,1374972421.9259467,26211168.0 
 01/26  04:00:00,1372941133.1399894,26211168.0 
 01/26  05:00:00,1372539725.9156022,26211168.0 
 01/26  06:00:00,1491152834.1442738,132264691.2383402 
 01/26  07:00:00,2072067122.003706,782791563.1325246 
 01/26  08:00:00,2194697320.3130403,698829379.8173397 
 01/26  09:00:00,3266284587.7857804,564405549.2581836 
 01/26  10:00:00,3160198280.583454,359974023.84864527 
 01/26  11:00:00,3097358286.7123914,172039477.9099664 
 01/26  12:00:00,3262675901.8010445,174144121.1410199 
 01/26  13:00:00,3215154542.393721,200721503.5715996 
 01/26  14:00:00,3405545211.4450293,195906220.3130658 
 01/26  15:00:00,3442450419.8222337,135378177.82616806 
 01/26  16:00:00,3472993432.5466967,137422116.9529661 
 01/26  17:00:00,3627093320.53044,165738509.7243707 
 01/26  18:00:00,2833423822.010603,104031549.44319467 
 01/26  19:00:00,2567989325.444387,97504532.7019396 
 01/26  20:00:00,2348107129.2987795,86694269.59130852 
 01/26  21:00:00,2174285955.246199,110133406.3233242 
 01/26  22:00:00,2052856244.9829617,107719926.49680169 
 01/26  23:00:00,1667102776.9277692,38464117.84978367 
 01/26  24:00:00,1545377309.494346,50743367.32497734 
 01/27  01:00:00,1377004570.5159576,26211168.0 
 01/27  02:00:00,1373404462.6143532,26211168.0 
 01/27  03:00:00,1371754045.3279088,26211168.0 
 01/27  04:00:00,1370529768.4794157,26211168.0 
 01/27  05:00:00,1368290223.601001,37893001.34228263 
 01/27  06:00:00,1485677906.352859,296369150.75741756 
 01/27  07:00:00,2051283554.1085842,983505341.5446466 
 01/27  08:00:00,2194970203.249173,824910742.216953 
 01/27  09:00:00,3267513653.9120483,672207619.6109213 
 01/27  10:00:00,3155893952.9470067,430763907.47035134 
 01/27  11:00:00,3044421642.228004,169630427.13608575 
 01/27  12:00:00,3183601259.786438,177934861.9867527 
 01/27  13:00:00,3139304493.446101,215940534.8316361 
 01/27  14:00:00,3325363993.1114492,195395218.44623682 
 01/27  15:00:00,3388175111.123747,138999330.8788629 
 01/27  16:00:00,3425153131.0487614,121514632.87884392 
 01/27  17:00:00,3584533414.8871374,170097549.45096114 
 01/27  18:00:00,2805409006.5971966,115111437.43159124 
 01/27  19:00:00,2525500655.0919366,97543584.60885537 
 01/27  20:00:00,2304721187.0013175,98630889.88282207 
 01/27  21:00:00,2163902197.6069083,134759520.74073324 
 01/27  22:00:00,2054024297.8602629,133889171.03844711 
 01/27  23:00:00,1659616253.8103516,50822737.995809905 
 01/27  24:00:00,1542358619.4875484,38511396.66503032 
 01/28  01:00:00,1285210327.9875398,26211168.0 
 01/28  02:00:00,1280867875.6225488,37894087.36536832 
 01/28  03:00:00,1278636745.745919,26211168.0 
 01/28  04:00:00,1277397033.490635,26211168.0 
 01/28  05:00:00,1275436032.8964465,26211168.0 
 01/28  06:00:00,1413420472.0033455,656608438.285273 
 01/28  07:00:00,2049920413.2655072,1152262261.0062814 
 01/28  08:00:00,2002920035.6793504,1016062418.4776468 
 01/28  09:00:00,2262292080.899155,818877160.0314069 
 01/28  10:00:00,2140491977.4829712,617569441.2893614 
 01/28  11:00:00,1995882041.9954786,305202164.1758191 
 01/28  12:00:00,2135622720.521595,191449726.79268426 
 01/28  13:00:00,1971999902.2594993,177979569.67531085 
 01/28  14:00:00,2018738918.5640976,150079858.6453068 
 01/28  15:00:00,2032844193.3533533,126839644.33962986 
 01/28  16:00:00,2033436527.7359812,107065418.49479729 
 01/28  17:00:00,2186593618.276061,113227710.20557892 
 01/28  18:00:00,2102284922.5734682,51162634.12187898 
 01/28  19:00:00,1896013706.6050837,51140065.04027772 
 01/28  20:00:00,1621234624.8876755,50871170.170803785 
 01/28  21:00:00,1608354276.0638394,51062188.44444355 
 01/28  22:00:00,1503461309.6198237,51456836.16041125 
 01/28  23:00:00,1401765161.433268,50685228.869887546 
 01/28  24:00:00,1332584004.7027483,38382326.54238788 
 01/29  01:00:00,1280143881.19636,26211168.0 
 01/29  02:00:00,1278435982.7467935,26211168.0 
 01/29  03:00:00,1277444377.4247134,37894010.73403981 
 01/29  04:00:00,1276297063.2380307,26211168.0 
 01/29  05:00:00,1274867279.3051586,26211168.0 
 01/29  06:00:00,1340952669.9492185,26211168.0 
 01/29  07:00:00,1689705072.1964407,51148731.32015208 
 01/29  08:00:00,1646195657.6023083,38329350.55285336 
 01/29  09:00:00,1617681799.9119587,38422594.28590619 
 01/29  10:00:00,1498020056.0476983,38369202.892471574 
 01/29  11:00:00,1351852743.5409935,50020714.71439246 
 01/29  12:00:00,1465658375.0702953,39054224.56160239 
 01/29  13:00:00,1672405956.4364076,50930753.23658575 
 01/29  14:00:00,1688282688.281632,51539484.60332149 
 01/29  15:00:00,1745682552.5013242,50987091.524326876 
 01/29  16:00:00,1734047434.7962651,38408212.9421619 
 01/29  17:00:00,1896018932.26291,38359519.26482755 
 01/29  18:00:00,1804839379.0739903,38444425.12718756 
 01/29  19:00:00,1837642354.9840312,38212582.3017263 
 01/29  20:00:00,1688524880.709323,50368337.44745285 
 01/29  21:00:00,1621370070.0362034,38368957.21729791 
 01/29  22:00:00,1506627182.6647823,50993545.6869957 
 01/29  23:00:00,1419829585.9792066,38299215.591153376 
 01/29  24:00:00,1337750178.0011024,38351400.19352918 
 01/30  01:00:00,1372546600.726446,26211168.0 
 01/30  02:00:00,1372189084.8671336,26211168.0 
 01/30  03:00:00,1369201029.3718874,26211168.0 
 01/30  04:00:00,1366840026.9591255,37892789.890430294 
 01/30  05:00:00,1365875909.0264792,26211168.0 
 01/30  06:00:00,1555238001.1822631,757608105.8684903 
 01/30  07:00:00,2063458851.9637382,1176687045.5654702 
 01/30  08:00:00,2201863390.717081,1042780283.6873225 
 01/30  09:00:00,3280175157.138503,703022627.2514892 
 01/30  10:00:00,3166681149.012047,448951158.72154003 
 01/30  11:00:00,3050858491.3911324,187876838.38599494 
 01/30  12:00:00,3205515826.4789305,178898051.07821792 
 01/30  13:00:00,3196319448.353856,216895095.79438525 
 01/30  14:00:00,3357656560.658201,190692392.1831285 
 01/30  15:00:00,3402375188.1416273,138878532.17041695 
 01/30  16:00:00,3394780805.6098223,131026186.34616607 
 01/30  17:00:00,3562001116.785199,159219867.16498786 
 01/30  18:00:00,2842112102.439681,114967856.5555073 
 01/30  19:00:00,2621634007.9636455,99556177.19699112 
 01/30  20:00:00,2459061139.2138286,79563967.21679154 
 01/30  21:00:00,2274859309.679565,113695758.75817719 
 01/30  22:00:00,2190549430.6685324,96330621.79377677 
 01/30  23:00:00,1734725777.9595804,38462338.714833 
 01/30  24:00:00,1583040254.4150596,41067637.40073688 
 01/31  01:00:00,1402143771.048459,35438713.71835185 
 01/31  02:00:00,1387383818.3986983,26211168.0 
 01/31  03:00:00,1383468756.8973527,26211168.0 
 01/31  04:00:00,1390649833.7860198,26211168.0 
 01/31  05:00:00,1384319074.0449495,26211168.0 
 01/31  06:00:00,1528088293.2725697,76143906.4628392 
 01/31  07:00:00,2064482911.3187532,404388348.2457137 
 01/31  08:00:00,2226535157.4225063,300750133.5175824 
 01/31  09:00:00,3301347181.0016303,157384571.77089348 
 01/31  10:00:00,3200201294.3344016,164732527.80031538 
 01/31  11:00:00,3197118685.6069107,146563072.193674 
 01/31  12:00:00,3330448524.098722,175593844.41583374 
 01/31  13:00:00,3209314513.0281897,198463627.40175304 
 01/31  14:00:00,3383788301.8821125,205339974.43687245 
 01/31  15:00:00,3431490446.309074,126746350.94473441 
 01/31  16:00:00,3448522321.5624294,137254908.96464902 
 01/31  17:00:00,3605456490.9086533,170133016.04463488 
 01/31  18:00:00,2837703113.4384155,100194588.30923916 
 01/31  19:00:00,2592760476.1824064,96468093.54238568 
 01/31  20:00:00,2384343318.5879717,79784565.30130292 
 01/31  21:00:00,2259397038.5533276,82870034.65493438 
 01/31  22:00:00,2176949083.7238073,55533229.16946161 
 01/31  23:00:00,1738806464.847659,38403240.40860006 
 01/31  24:00:00,1616908822.9438305,50691968.04307228 
 02/01  01:00:00,2052523707.4351392,26211168.0 
 02/01  02:00:00,2031234944.822816,26211168.0 
 02/01  03:00:00,2008237548.1703744,26211168.0 
 02/01  04:00:00,1989281724.2980146,26211168.0 
 02/01  05:00:00,1977351686.9766955,37892911.32361496 
 02/01  06:00:00,2107315148.4453537,74560244.63188753 
 02/01  07:00:00,2665074762.044472,519809158.3635621 
 02/01  08:00:00,2794465137.428836,441646933.76965547 
 02/01  09:00:00,3885309828.794691,223341850.71765265 
 02/01  10:00:00,3809760911.1315937,159777367.5283269 
 02/01  11:00:00,3775204057.0381756,145639291.73334086 
 02/01  12:00:00,3917352060.978318,175387702.1576686 
 02/01  13:00:00,3816238501.327905,211058862.98344132 
 02/01  14:00:00,4019029752.150807,197773793.93431222 
 02/01  15:00:00,4078636030.7434726,137396103.9430999 
 02/01  16:00:00,4110170192.9644427,122801857.6780206 
 02/01  17:00:00,4261074599.060274,169927987.1826055 
 02/01  18:00:00,3438220096.655321,112335065.23364644 
 02/01  19:00:00,3203412017.010912,84910668.22171533 
 02/01  20:00:00,3043770321.7646375,79327718.14464176 
 02/01  21:00:00,2917106750.5631337,80295224.64804196 
 02/01  22:00:00,2799303994.801224,53145963.48566097 
 02/01  23:00:00,2346087345.336125,50666825.77766319 
 02/01  24:00:00,2223067794.4739094,38429654.090948954 
 02/02  01:00:00,2041601630.4696794,26211168.0 
 02/02  02:00:00,2027725653.7345638,26211168.0 
 02/02  03:00:00,1996552809.9963493,37893848.72450966 
 02/02  04:00:00,1973753334.601057,26211168.0 
 02/02  05:00:00,1960853975.5977912,26211168.0 
 02/02  06:00:00,2069358381.6862507,99071782.97463162 
 02/02  07:00:00,2648508822.18895,671691211.5942959 
 02/02  08:00:00,2768826827.856148,700951919.8213688 
 02/02  09:00:00,3876500243.5908422,327332629.63221943 
 02/02  10:00:00,3909909002.8565807,148919885.06364334 
 02/02  11:00:00,3886138863.825057,154397227.4129581 
 02/02  12:00:00,3962941258.124409,172291063.11482558 
 02/02  13:00:00,3835004157.474231,210295125.66605267 
 02/02  14:00:00,4035290857.4794164,190418518.3042536 
 02/02  15:00:00,4085486099.914526,138768332.93876973 
 02/02  16:00:00,4129332451.00807,132942933.09318249 
 02/02  17:00:00,4258950941.7424145,156807882.46061975 
 02/02  18:00:00,3434376200.33923,114911794.40596491 
 02/02  19:00:00,3211253400.2755594,96466352.27784744 
 02/02  20:00:00,3064306524.490898,72729889.03292571 
 02/02  21:00:00,2908036104.608234,84278275.43949172 
 02/02  22:00:00,2808915937.0087347,55010720.25692309 
 02/02  23:00:00,2343469762.8901415,38462523.6079929 
 02/02  24:00:00,2203289596.29475,39908941.769074515 
 02/03  01:00:00,2020469929.3807719,36554152.28745529 
 02/03  02:00:00,2010200139.1232963,26211168.0 
 02/03  03:00:00,1997590745.3376257,26211168.0 
 02/03  04:00:00,1980046032.0441427,26211168.0 
 02/03  05:00:00,1963119651.1904542,26211168.0 
 02/03  06:00:00,2072095373.9569283,84927295.37437858 
 02/03  07:00:00,2651933912.244761,628111562.0694891 
 02/03  08:00:00,2770844468.92365,705680006.1377748 
 02/03  09:00:00,3866085477.0138927,387844204.8181863 
 02/03  10:00:00,3876967700.0302434,167525073.36724627 
 02/03  11:00:00,3884114132.2826304,147804143.76166236 
 02/03  12:00:00,3961281347.7604256,175400691.14326683 
 02/03  13:00:00,3832784394.750166,197100277.69443828 
 02/03  14:00:00,4054067895.1527553,203018706.66381878 
 02/03  15:00:00,4105420328.07714,128967592.16571932 
 02/03  16:00:00,4126712838.703158,137167744.2290825 
 02/03  17:00:00,4293316411.8128633,167078363.67241597 
 02/03  18:00:00,3451782923.222323,102458043.87517509 
 02/03  19:00:00,3225001253.447602,96425983.00766584 
 02/03  20:00:00,3049181492.949001,79423967.21542187 
 02/03  21:00:00,2907541525.3063836,80308588.41873915 
 02/03  22:00:00,2798114852.1442094,52944100.073026456 
 02/03  23:00:00,2339438914.327576,38424432.28162791 
 02/03  24:00:00,2199822392.6812315,50629466.30912392 
 02/04  01:00:00,1922030072.1811209,26211168.0 
 02/04  02:00:00,1901334035.4487813,26211168.0 
 02/04  03:00:00,1906965762.8889997,26211168.0 
 02/04  04:00:00,1893170445.4068973,26211168.0 
 02/04  05:00:00,1870646645.736476,26211168.0 
 02/04  06:00:00,1973910449.404018,110274789.65205273 
 02/04  07:00:00,2655877246.219263,567041959.2442014 
 02/04  08:00:00,2603114710.8316383,504109910.5623173 
 02/04  09:00:00,2870124249.106385,398203337.8585542 
 02/04  10:00:00,2805296251.2004466,187494739.95851952 
 02/04  11:00:00,2754701567.460286,105093345.99543801 
 02/04  12:00:00,2864176439.415288,102380740.75406873 
 02/04  13:00:00,2588469855.2797933,99130006.74802035 
 02/04  14:00:00,2610908194.032803,82230045.12034455 
 02/04  15:00:00,2646638110.7269363,79304298.19657056 
 02/04  16:00:00,2672761122.9772606,65355501.4736135 
 02/04  17:00:00,2816142430.98019,78823268.21780849 
 02/04  18:00:00,2725220417.958936,38693262.44487642 
 02/04  19:00:00,2492244400.333092,50948615.83847101 
 02/04  20:00:00,2267934403.0965977,51088126.60847677 
 02/04  21:00:00,2256820839.291986,51044082.7834801 
 02/04  22:00:00,2171034461.57012,51432886.083117574 
 02/04  23:00:00,2072410175.8543642,50512866.469650686 
